xd,yd,zd,x,y,z,phi,the,psi,fx
0,0,0,-0.000553295,-0.00910231,0.191289,2.1062e-05,-1.31199e-08,-0.00612541,0.00266042
0,0,0,-0.000553486,-0.00910737,0.19129,-7.3268e-06,-2.14e-08,-0.00612948,0.00248213
0,0,0,-0.000553932,-0.00911422,0.191292,-2.6908e-06,8.18243e-07,-0.0061334,0.00350987
0,0,0,-0.000554168,-0.00912222,0.191289,2.1062e-05,-1.31214e-08,-0.00613799,0.00266485
0,0,0,-0.000554358,-0.00912728,0.19129,-7.32678e-06,-2.13999e-08,-0.00614205,0.00248639
0,0,0,-0.000554778,-0.00913616,0.191289,2.1062e-05,-1.31224e-08,-0.00614679,0.00266794
0,0,0,-0.00055504,-0.00914213,0.191289,2.1062e-05,-1.31229e-08,-0.00615056,0.00266927
0,0,0,-0.00055523,-0.00914719,0.19129,-7.32675e-06,-2.13998e-08,-0.00615462,0.00249065
0,0,0,-0.000555676,-0.00915404,0.191292,-2.69083e-06,8.18246e-07,-0.00615853,0.00351841
0,0,0,-0.000555911,-0.00916204,0.191289,2.10621e-05,-1.31244e-08,-0.00616312,0.0026737
0,0,0,-0.000556101,-0.0091671,0.19129,-7.32673e-06,-2.13997e-08,-0.00616718,0.00249491
0,0,0,-0.000556548,-0.00917395,0.191292,-2.69085e-06,8.18248e-07,-0.00617109,0.00352268
0,0,0,-0.000556783,-0.00918195,0.191289,2.10621e-05,-1.31259e-08,-0.00617568,0.00267812
0,0,0,-0.000556973,-0.00918701,0.19129,-7.32671e-06,-2.13995e-08,-0.00617973,0.00249917
0,0,0,-0.000557419,-0.00919386,0.191292,-2.69086e-06,8.18249e-07,-0.00618364,0.00352695
0,0,0,-0.000557654,-0.00920186,0.191289,2.10621e-05,-1.31274e-08,-0.00618822,0.00268254
0,0,0,-0.000557844,-0.00920692,0.19129,-7.32668e-06,-2.13994e-08,-0.00619227,0.00250342
