xd,yd,zd,x,y,z,phi,the,psi
0,0,0,-0.00678253,-0.00196109,0.191291,2.33E-07,-4.53E-07,0.0122471
0,0,0,-0.00678526,-0.00196247,0.191289,2.16E-05,6.52E-07,0.0122482
0,0,0,-0.00678788,-0.00196109,0.19129,-8.04E-06,1.76E-05,0.012252
0,0,0,-0.00678844,-0.00196275,0.191291,-1.22E-08,-2.73E-07,0.0122565
0,0,0,-0.00679078,-0.00196327,0.191291,2.33E-07,-4.53E-07,0.0122589
0,0,0,-0.0067935,-0.00196465,0.191289,2.16E-05,6.52E-07,0.01226
0,0,0,-0.00679613,-0.00196327,0.19129,-8.04E-06,1.76E-05,0.0122638
0,0,0,-0.00679669,-0.00196493,0.191291,-1.22E-08,-2.73E-07,0.0122683
0,0,0,-0.00679903,-0.00196546,0.191291,2.33E-07,-4.53E-07,0.0122707
0,0,0,-0.00680175,-0.00196683,0.191289,2.16E-05,6.52E-07,0.0122718
0,0,0,-0.00680437,-0.00196546,0.19129,-8.04E-06,1.76E-05,0.0122756
0,0,0,-0.00680494,-0.00196712,0.191291,-1.22E-08,-2.73E-07,0.0122801
0,0,0,-0.00680728,-0.00196764,0.191291,2.33E-07,-4.53E-07,0.0122825
0,0,0,-0.00680972,-0.00196736,0.19129,-6.49E-06,-1.61E-06,0.0122843
0,0,0,-0.00681262,-0.00196764,0.19129,-8.04E-06,1.76E-05,0.0122874
0,0,0,-0.00681319,-0.0019693,0.191291,-1.22E-08,-2.73E-07,0.012292
0,0,0,-0.00681553,-0.00196983,0.191291,2.33E-07,-4.53E-07,0.0122944
